p1,p2,ptype,fid1,fid2,tags,set,nsamples,pp,new_type,old_tags,label
F0298/MID1,F0298/MID4,ms,F0298,F0298,279,0,50,F0298.MID1.MID4,,ms,2
F0885/MID5,F0885/MID6,fs,F0885,F0885,838,0,4,F0885.MID5.MID6,,fs,0
F0702/MID3,F0702/MID6,md,F0702,F0702,661,0,2,F0702.MID3.MID6,,md,3
F0212/MID1,F0212/MID4,fd,F0212,F0212,200,0,16,F0212.MID1.MID4,,fd,1
F0944/MID2,F0944/MID3,md,F0944,F0944,896,0,49,F0944.MID2.MID3,,md,3
F0680/MID1,F0680/MID2,fd,F0680,F0680,640,0,60,F0680.MID1.MID2,,fd,1
F0774/MID1,F0774/MID3,fs,F0774,F0774,729,0,63,F0774.MID1.MID3,,fs,0
F0459/MID1,F0459/MID2,fd,F0459,F0459,431,0,5,F0459.MID1.MID2,,fd,1
F0393/MID1,F0393/MID2,fs,F0393,F0393,368,0,30,F0393.MID1.MID2,,fs,0
F0992/MID6,F0992/MID10,fd,F0992,F0992,944,0,36,F0992.MID6.MID10,,fd,1
F0010/MID2,F0010/MID4,md,F0010,F0010,9,0,80,F0010.MID2.MID4,,md,3
F0790/MID1,F0790/MID4,fd,F0790,F0790,745,0,99,F0790.MID1.MID4,,fd,1
F0064/MID1,F0064/MID3,fs,F0064,F0064,57,0,242,F0064.MID1.MID3,,fs,0
F0703/MID2,F0703/MID10,md,F0703,F0703,662,0,3,F0703.MID2.MID10,,md,3
F0209/MID6,F0209/MID3,ms,F0209,F0209,197,0,2,F0209.MID6.MID3,,ms,2
F0595/MID3,F0595/MID5,md,F0595,F0595,559,0,28,F0595.MID3.MID5,,md,3
F0154/MID4,F0154/MID3,ms,F0154,F0154,145,0,28,F0154.MID4.MID3,,ms,2
F0946/MID3,F0946/MID2,md,F0946,F0946,898,0,35,F0946.MID3.MID2,,md,3
F0090/MID8,F0090/MID9,ms,F0090,F0090,83,0,4,F0090.MID8.MID9,,ms,2
F0954/MID1,F0954/MID5,fd,F0954,F0954,906,0,55,F0954.MID1.MID5,,fd,1
F0442/MID8,F0442/MID7,fd,F0442,F0442,414,0,4,F0442.MID8.MID7,,fd,1
F0473/MID5,F0473/MID6,md,F0473,F0473,443,0,18,F0473.MID5.MID6,,md,3
F0307/MID3,F0307/MID2,md,F0307,F0307,287,0,90,F0307.MID3.MID2,,md,3
F0850/MID3,F0850/MID4,md,F0850,F0850,804,0,32,F0850.MID3.MID4,,md,3
F0984/MID1,F0984/MID3,fd,F0984,F0984,936,0,70,F0984.MID1.MID3,,fd,1
F0843/MID1,F0843/MID3,fs,F0843,F0843,797,0,10,F0843.MID1.MID3,,fs,0
F0825/MID5,F0825/MID3,fd,F0825,F0825,779,0,1,F0825.MID5.MID3,,fd,1
F0354/MID5,F0354/MID1,ms,F0354,F0354,331,0,27,F0354.MID5.MID1,,ms,2
F0588/MID2,F0588/MID1,md,F0588,F0588,553,0,40,F0588.MID2.MID1,,md,3
F0814/MID4,F0814/MID2,ms,F0814,F0814,768,0,15,F0814.MID4.MID2,,ms,2
F0257/MID4,F0257/MID2,ms,F0257,F0257,242,0,12,F0257.MID4.MID2,,ms,2
F0703/MID4,F0703/MID6,md,F0703,F0703,662,0,2,F0703.MID4.MID6,,md,3
F0212/MID3,F0212/MID2,md,F0212,F0212,200,0,24,F0212.MID3.MID2,,md,3
F0963/MID1,F0963/MID4,md,F0963,F0963,915,0,4,F0963.MID1.MID4,,md,3
F0874/MID1,F0874/MID4,fs,F0874,F0874,827,0,50,F0874.MID1.MID4,,fs,0
F0423/MID5,F0423/MID3,ms,F0423,F0423,395,0,6,F0423.MID5.MID3,,ms,2
F0293/MID10,F0293/MID1,fs,F0293,F0293,274,0,7,F0293.MID10.MID1,,fs,0
F0194/MID6,F0194/MID1,ms,F0194,F0194,183,0,16,F0194.MID6.MID1,,ms,2
F0827/MID1,F0827/MID3,ms,F0827,F0827,781,0,72,F0827.MID1.MID3,,ms,2
F0987/MID12,F0987/MID13,fs,F0987,F0987,939,0,6,F0987.MID12.MID13,,fs,0
F0380/MID5,F0380/MID1,fs,F0380,F0380,356,0,26,F0380.MID5.MID1,,fs,0
F0763/MID3,F0763/MID4,md,F0763,F0763,719,0,30,F0763.MID3.MID4,,md,3
F0059/MID1,F0059/MID4,fd,F0059,F0059,52,0,18,F0059.MID1.MID4,,fd,1
F0077/MID1,F0077/MID3,fd,F0077,F0077,70,0,70,F0077.MID1.MID3,,fd,1
F0004/MID7,F0004/MID6,ms,F0004,F0004,3,0,9,F0004.MID7.MID6,,ms,2
F0891/MID1,F0891/MID3,md,F0891,F0891,844,0,64,F0891.MID1.MID3,,md,3
F0773/MID6,F0773/MID2,ms,F0773,F0773,728,0,6,F0773.MID6.MID2,,ms,2
F0016/MID2,F0016/MID3,fs,F0016,F0016,14,0,4,F0016.MID2.MID3,,fs,0
F0325/MID3,F0325/MID7,md,F0325,F0325,304,0,12,F0325.MID3.MID7,,md,3
F0036/MID6,F0036/MID1,ms,F0036,F0036,31,0,16,F0036.MID6.MID1,,ms,2
F0645/MID2,F0645/MID1,ms,F0645,F0645,606,0,32,F0645.MID2.MID1,,ms,2
F0439/MID1,F0439/MID5,fs,F0439,F0439,411,0,90,F0439.MID1.MID5,,fs,0
F0141/MID2,F0141/MID6,ms,F0141,F0141,132,0,40,F0141.MID2.MID6,,ms,2
F0152/MID5,F0152/MID1,md,F0152,F0152,143,0,5,F0152.MID5.MID1,,md,3
F0771/MID1,F0771/MID5,fd,F0771,F0771,727,0,33,F0771.MID1.MID5,,fd,1
F0887/MID10,F0887/MID11,fs,F0887,F0887,840,0,1,F0887.MID10.MID11,,fs,0
F0737/MID3,F0737/MID1,ms,F0737,F0737,693,0,27,F0737.MID3.MID1,,ms,2
F0723/MID3,F0723/MID2,ms,F0723,F0723,679,0,42,F0723.MID3.MID2,,ms,2
F0425/MID6,F0425/MID8,fd,F0425,F0425,397,0,21,F0425.MID6.MID8,,fd,1
F0825/MID6,F0825/MID1,ms,F0825,F0825,779,0,5,F0825.MID6.MID1,,ms,2
F0975/MID3,F0975/MID1,fd,F0975,F0975,927,0,10,F0975.MID3.MID1,,fd,1
F0098/MID2,F0098/MID3,md,F0098,F0098,91,0,40,F0098.MID2.MID3,,md,3
F0694/MID3,F0694/MID1,ms,F0694,F0694,654,0,30,F0694.MID3.MID1,,ms,2
F0957/MID2,F0957/MID3,ms,F0957,F0957,909,0,42,F0957.MID2.MID3,,ms,2
F0120/MID3,F0120/MID6,fd,F0120,F0120,112,0,8,F0120.MID3.MID6,,fd,1
F0212/MID1,F0212/MID5,fs,F0212,F0212,200,0,8,F0212.MID1.MID5,,fs,0
F0967/MID1,F0967/MID3,fs,F0967,F0967,919,0,45,F0967.MID1.MID3,,fs,0
F0658/MID8,F0658/MID6,fs,F0658,F0658,619,0,1,F0658.MID8.MID6,,fs,0
F0601/MID37,F0601/MID3,ms,F0601,F0601,565,0,30,F0601.MID37.MID3,,ms,2
F0118/MID1,F0118/MID7,fs,F0118,F0118,110,0,312,F0118.MID1.MID7,,fs,0
F0532/MID2,F0532/MID4,fd,F0532,F0532,499,0,8,F0532.MID2.MID4,,fd,1
F0088/MID2,F0088/MID3,md,F0088,F0088,81,0,108,F0088.MID2.MID3,,md,3
F0991/MID18,F0991/MID13,fd,F0991,F0991,943,0,2,F0991.MID18.MID13,,fd,1
F0874/MID6,F0874/MID3,md,F0874,F0874,827,0,10,F0874.MID6.MID3,,md,3
F0747/MID5,F0747/MID4,ms,F0747,F0747,703,0,1,F0747.MID5.MID4,,ms,2
F0718/MID2,F0718/MID3,md,F0718,F0718,674,0,42,F0718.MID2.MID3,,md,3
F0115/MID2,F0115/MID1,md,F0115,F0115,107,0,70,F0115.MID2.MID1,,md,3
F0704/MID2,F0704/MID5,md,F0704,F0704,663,0,24,F0704.MID2.MID5,,md,3
F0978/MID1,F0978/MID3,md,F0978,F0978,930,0,12,F0978.MID1.MID3,,md,3
F0097/MID2,F0097/MID5,ms,F0097,F0097,90,0,2,F0097.MID2.MID5,,ms,2
F0117/MID2,F0117/MID4,md,F0117,F0117,109,0,72,F0117.MID2.MID4,,md,3
F0795/MID3,F0795/MID5,fs,F0795,F0795,749,0,30,F0795.MID3.MID5,,fs,0
F0802/MID1,F0802/MID4,fd,F0802,F0802,756,0,16,F0802.MID1.MID4,,fd,1
F0596/MID1,F0596/MID3,fs,F0596,F0596,560,0,40,F0596.MID1.MID3,,fs,0
F0105/MID2,F0105/MID4,ms,F0105,F0105,97,0,24,F0105.MID2.MID4,,ms,2
F0682/MID2,F0682/MID4,ms,F0682,F0682,642,0,15,F0682.MID2.MID4,,ms,2
F0089/MID1,F0089/MID3,md,F0089,F0089,82,0,72,F0089.MID1.MID3,,md,3
F0118/MID2,F0118/MID3,ms,F0118,F0118,110,0,46,F0118.MID2.MID3,,ms,2
F0993/MID6,F0993/MID4,ms,F0993,F0993,945,0,2,F0993.MID6.MID4,,ms,2
F0509/MID2,F0509/MID3,fs,F0509,F0509,476,0,20,F0509.MID2.MID3,,fs,0
F0319/MID5,F0319/MID2,fd,F0319,F0319,298,0,8,F0319.MID5.MID2,,fd,1
F0880/MID1,F0880/MID3,md,F0880,F0880,833,0,63,F0880.MID1.MID3,,md,3
F0825/MID1,F0825/MID9,fs,F0825,F0825,779,0,10,F0825.MID1.MID9,,fs,0
F0267/MID3,F0267/MID1,fs,F0267,F0267,250,0,44,F0267.MID3.MID1,,fs,0
F0246/MID5,F0246/MID1,fd,F0246,F0246,231,0,16,F0246.MID5.MID1,,fd,1
F0077/MID1,F0077/MID4,fs,F0077,F0077,70,0,10,F0077.MID1.MID4,,fs,0
F0920/MID6,F0920/MID2,md,F0920,F0920,872,0,30,F0920.MID6.MID2,,md,3
F0659/MID1,F0659/MID2,fd,F0659,F0659,620,0,18,F0659.MID1.MID2,,fd,1
F0173/MID3,F0173/MID2,md,F0173,F0173,164,0,90,F0173.MID3.MID2,,md,3
F0288/MID2,F0288/MID6,md,F0288,F0288,270,0,3,F0288.MID2.MID6,,md,3
F0637/MID2,F0637/MID3,md,F0637,F0637,599,0,20,F0637.MID2.MID3,,md,3
F0734/MID2,F0734/MID4,md,F0734,F0734,690,0,9,F0734.MID2.MID4,,md,3
F0081/MID1,F0081/MID7,fs,F0081,F0081,74,0,6,F0081.MID1.MID7,,fs,0
F0664/MID1,F0664/MID4,ms,F0664,F0664,625,0,60,F0664.MID1.MID4,,ms,2
F0059/MID1,F0059/MID2,fs,F0059,F0059,52,0,54,F0059.MID1.MID2,,fs,0
F0251/MID5,F0251/MID8,md,F0251,F0251,236,0,8,F0251.MID5.MID8,,md,3
F0380/MID1,F0380/MID3,fd,F0380,F0380,356,0,91,F0380.MID1.MID3,,fd,1
F0664/MID2,F0664/MID5,fs,F0664,F0664,625,0,24,F0664.MID2.MID5,,fs,0
F0272/MID1,F0272/MID3,fd,F0272,F0272,255,0,15,F0272.MID1.MID3,,fd,1
F0598/MID2,F0598/MID1,fs,F0598,F0598,562,0,11,F0598.MID2.MID1,,fs,0
F0295/MID1,F0295/MID6,md,F0295,F0295,276,0,50,F0295.MID1.MID6,,md,3
F0508/MID3,F0508/MID2,ms,F0508,F0508,475,0,56,F0508.MID3.MID2,,ms,2
F0759/MID1,F0759/MID10,fs,F0759,F0759,715,0,7,F0759.MID1.MID10,,fs,0
F0423/MID4,F0423/MID2,fs,F0423,F0423,395,0,10,F0423.MID4.MID2,,fs,0
F0645/MID2,F0645/MID7,ms,F0645,F0645,606,0,16,F0645.MID2.MID7,,ms,2
F0535/MID3,F0535/MID2,ms,F0535,F0535,502,0,14,F0535.MID3.MID2,,ms,2
F0020/MID1,F0020/MID3,fd,F0020,F0020,17,0,27,F0020.MID1.MID3,,fd,1
F0128/MID1,F0128/MID5,fs,F0128,F0128,120,0,75,F0128.MID1.MID5,,fs,0
F0269/MID1,F0269/MID6,fs,F0269,F0269,252,0,45,F0269.MID1.MID6,,fs,0
F0542/MID5,F0542/MID1,md,F0542,F0542,509,0,50,F0542.MID5.MID1,,md,3
F0080/MID1,F0080/MID4,md,F0080,F0080,73,0,24,F0080.MID1.MID4,,md,3
F0416/MID7,F0416/MID3,fd,F0416,F0416,388,0,33,F0416.MID7.MID3,,fd,1
F0559/MID4,F0559/MID3,md,F0559,F0559,525,0,2,F0559.MID4.MID3,,md,3
F0526/MID2,F0526/MID3,md,F0526,F0526,493,0,18,F0526.MID2.MID3,,md,3
F0935/MID2,F0935/MID3,ms,F0935,F0935,887,0,14,F0935.MID2.MID3,,ms,2
F0402/MID8,F0402/MID1,ms,F0402,F0402,374,0,9,F0402.MID8.MID1,,ms,2
F0163/MID2,F0163/MID4,md,F0163,F0163,154,0,40,F0163.MID2.MID4,,md,3
F0518/MID5,F0518/MID4,ms,F0518,F0518,485,0,18,F0518.MID5.MID4,,ms,2
F0478/MID3,F0478/MID5,ms,F0478,F0478,448,0,30,F0478.MID3.MID5,,ms,2
F0423/MID5,F0423/MID1,md,F0423,F0423,395,0,12,F0423.MID5.MID1,,md,3
F0045/MID2,F0045/MID3,ms,F0045,F0045,40,0,27,F0045.MID2.MID3,,ms,2
F0445/MID1,F0445/MID3,fs,F0445,F0445,417,0,60,F0445.MID1.MID3,,fs,0
F0299/MID1,F0299/MID5,fd,F0299,F0299,280,0,108,F0299.MID1.MID5,,fd,1
F0061/MID2,F0061/MID3,md,F0061,F0061,54,0,21,F0061.MID2.MID3,,md,3
F0459/MID6,F0459/MID8,md,F0459,F0459,431,0,1,F0459.MID6.MID8,,md,3
F0926/MID1,F0926/MID5,fs,F0926,F0926,878,0,16,F0926.MID1.MID5,,fs,0
F0984/MID1,F0984/MID4,fs,F0984,F0984,936,0,50,F0984.MID1.MID4,,fs,0
F0821/MID3,F0821/MID9,md,F0821,F0821,775,0,14,F0821.MID3.MID9,,md,3
F0702/MID3,F0702/MID5,md,F0702,F0702,661,0,2,F0702.MID3.MID5,,md,3
F0143/MID6,F0143/MID1,ms,F0143,F0143,134,0,14,F0143.MID6.MID1,,ms,2
F0929/MID2,F0929/MID3,ms,F0929,F0929,881,0,20,F0929.MID2.MID3,,ms,2
F0291/MID5,F0291/MID8,ms,F0291,F0291,273,0,24,F0291.MID5.MID8,,ms,2
F0658/MID5,F0658/MID2,fd,F0658,F0658,619,0,6,F0658.MID5.MID2,,fd,1
F0847/MID1,F0847/MID3,ms,F0847,F0847,801,0,77,F0847.MID1.MID3,,ms,2
F0774/MID6,F0774/MID1,ms,F0774,F0774,729,0,9,F0774.MID6.MID1,,ms,2
F0188/MID4,F0188/MID6,ms,F0188,F0188,177,0,9,F0188.MID4.MID6,,ms,2
F0023/MID1,F0023/MID4,md,F0023,F0023,20,0,44,F0023.MID1.MID4,,md,3
F0680/MID3,F0680/MID1,ms,F0680,F0680,640,0,30,F0680.MID3.MID1,,ms,2
F0033/MID1,F0033/MID3,fd,F0033,F0033,28,0,28,F0033.MID1.MID3,,fd,1
F0991/MID18,F0991/MID15,fs,F0991,F0991,943,0,1,F0991.MID18.MID15,,fs,0
F0090/MID5,F0090/MID4,ms,F0090,F0090,83,0,9,F0090.MID5.MID4,,ms,2
F0088/MID1,F0088/MID6,fs,F0088,F0088,81,0,52,F0088.MID1.MID6,,fs,0
F0811/MID1,F0811/MID2,fd,F0811,F0811,765,0,20,F0811.MID1.MID2,,fd,1
F0690/MID1,F0690/MID8,fs,F0690,F0690,650,0,7,F0690.MID1.MID8,,fs,0
F0293/MID4,F0293/MID1,ms,F0293,F0293,274,0,28,F0293.MID4.MID1,,ms,2
F0459/MID1,F0459/MID7,fd,F0459,F0459,431,0,10,F0459.MID1.MID7,,fd,1
F0187/MID1,F0187/MID3,md,F0187,F0187,176,0,224,F0187.MID1.MID3,,md,3
F0297/MID1,F0297/MID3,md,F0297,F0297,278,0,60,F0297.MID1.MID3,,md,3
F0987/MID1,F0987/MID4,fd,F0987,F0987,939,0,176,F0987.MID1.MID4,,fd,1
F0314/MID1,F0314/MID4,fd,F0314,F0314,293,0,36,F0314.MID1.MID4,,fd,1
F0541/MID4,F0541/MID2,md,F0541,F0541,508,0,45,F0541.MID4.MID2,,md,3
F0173/MID1,F0173/MID7,fs,F0173,F0173,164,0,36,F0173.MID1.MID7,,fs,0
F0989/MID9,F0989/MID7,fs,F0989,F0989,941,0,5,F0989.MID9.MID7,,fs,0
F0021/MID2,F0021/MID3,md,F0021,F0021,18,0,10,F0021.MID2.MID3,,md,3
F0560/MID2,F0560/MID5,md,F0560,F0560,526,0,84,F0560.MID2.MID5,,md,3
F0293/MID6,F0293/MID9,fd,F0293,F0293,274,0,3,F0293.MID6.MID9,,fd,1
F0054/MID2,F0054/MID3,ms,F0054,F0054,49,0,48,F0054.MID2.MID3,,ms,2
F0046/MID2,F0046/MID5,ms,F0046,F0046,41,0,45,F0046.MID2.MID5,,ms,2
F0991/MID8,F0991/MID1,fs,F0991,F0991,943,0,11,F0991.MID8.MID1,,fs,0
F0013/MID2,F0013/MID9,ms,F0013,F0013,12,0,14,F0013.MID2.MID9,,ms,2
F0013/MID2,F0013/MID11,md,F0013,F0013,12,0,7,F0013.MID2.MID11,,md,3
F0051/MID2,F0051/MID3,ms,F0051,F0051,46,0,8,F0051.MID2.MID3,,ms,2
F0051/MID2,F0051/MID4,ms,F0051,F0051,46,0,32,F0051.MID2.MID4,,ms,2
F0926/MID1,F0926/MID3,fs,F0926,F0926,878,0,16,F0926.MID1.MID3,,fs,0
F0486/MID5,F0486/MID4,fs,F0486,F0486,455,0,36,F0486.MID5.MID4,,fs,0
F0252/MID1,F0252/MID3,ms,F0252,F0252,237,0,40,F0252.MID1.MID3,,ms,2
F0046/MID1,F0046/MID3,fd,F0046,F0046,41,0,50,F0046.MID1.MID3,,fd,1
F0992/MID13,F0992/MID15,md,F0992,F0992,944,0,18,F0992.MID13.MID15,,md,3
F0991/MID17,F0991/MID14,ms,F0991,F0991,943,0,1,F0991.MID17.MID14,,ms,2
F0774/MID2,F0774/MID3,ms,F0774,F0774,729,0,49,F0774.MID2.MID3,,ms,2
F0097/MID3,F0097/MID1,fs,F0097,F0097,90,0,27,F0097.MID3.MID1,,fs,0
F0991/MID9,F0991/MID12,ms,F0991,F0991,943,0,2,F0991.MID9.MID12,,ms,2
F0601/MID20,F0601/MID33,md,F0601,F0601,565,0,976,F0601.MID20.MID33,,md,3
F0150/MID7,F0150/MID2,ms,F0150,F0150,141,0,8,F0150.MID7.MID2,,ms,2
F0251/MID7,F0251/MID1,ms,F0251,F0251,236,0,8,F0251.MID7.MID1,,ms,2
F1013/MID1,F1013/MID4,fd,F1013,F1013,959,0,77,F1013.MID1.MID4,,fd,1
F0090/MID1,F0090/MID7,fs,F0090,F0090,83,0,114,F0090.MID1.MID7,,fs,0
F0181/MID2,F0181/MID3,md,F0181,F0181,170,0,12,F0181.MID2.MID3,,md,3
F0237/MID5,F0237/MID1,md,F0237,F0237,222,0,10,F0237.MID5.MID1,,md,3
F0284/MID4,F0284/MID3,fd,F0284,F0284,266,0,6,F0284.MID4.MID3,,fd,1
F0186/MID3,F0186/MID4,ms,F0186,F0186,175,0,10,F0186.MID3.MID4,,ms,2
F0641/MID2,F0641/MID7,ms,F0641,F0641,602,0,7,F0641.MID2.MID7,,ms,2
F0181/MID2,F0181/MID4,md,F0181,F0181,170,0,12,F0181.MID2.MID4,,md,3
F0068/MID1,F0068/MID4,ms,F0068,F0068,61,0,18,F0068.MID1.MID4,,ms,2
F0688/MID1,F0688/MID2,fs,F0688,F0688,648,0,32,F0688.MID1.MID2,,fs,0
F0215/MID1,F0215/MID2,fs,F0215,F0215,203,0,24,F0215.MID1.MID2,,fs,0
F0068/MID1,F0068/MID5,md,F0068,F0068,61,0,24,F0068.MID1.MID5,,md,3
F0948/MID4,F0948/MID5,ms,F0948,F0948,900,0,6,F0948.MID4.MID5,,ms,2
F0537/MID1,F0537/MID3,fs,F0537,F0537,504,0,40,F0537.MID1.MID3,,fs,0
F0403/MID1,F0403/MID3,fs,F0403,F0403,375,0,36,F0403.MID1.MID3,,fs,0
F0582/MID2,F0582/MID3,ms,F0582,F0582,547,0,20,F0582.MID2.MID3,,ms,2
F0860/MID2,F0860/MID1,fs,F0860,F0860,814,0,15,F0860.MID2.MID1,,fs,0
F0076/MID6,F0076/MID1,md,F0076,F0076,69,0,16,F0076.MID6.MID1,,md,3
F0229/MID1,F0229/MID4,fd,F0229,F0229,215,0,24,F0229.MID1.MID4,,fd,1
F0835/MID2,F0835/MID4,fd,F0835,F0835,789,0,30,F0835.MID2.MID4,,fd,1
F0168/MID2,F0168/MID4,md,F0168,F0168,159,0,28,F0168.MID2.MID4,,md,3
F0110/MID4,F0110/MID1,md,F0110,F0110,102,0,8,F0110.MID4.MID1,,md,3
F0021/MID1,F0021/MID3,fd,F0021,F0021,18,0,45,F0021.MID1.MID3,,fd,1
F0454/MID1,F0454/MID3,md,F0454,F0454,426,0,80,F0454.MID1.MID3,,md,3
F0365/MID2,F0365/MID1,md,F0365,F0365,342,0,32,F0365.MID2.MID1,,md,3
F0604/MID2,F0604/MID3,md,F0604,F0604,568,0,10,F0604.MID2.MID3,,md,3
F1002/MID1,F1002/MID6,fd,F1002,F1002,954,0,80,F1002.MID1.MID6,,fd,1
F0523/MID2,F0523/MID3,ms,F0523,F0523,490,0,8,F0523.MID2.MID3,,ms,2
F0956/MID1,F0956/MID2,fd,F0956,F0956,908,0,54,F0956.MID1.MID2,,fd,1
F0576/MID3,F0576/MID2,md,F0576,F0576,542,0,63,F0576.MID3.MID2,,md,3
F0180/MID1,F0180/MID3,fd,F0180,F0180,169,0,100,F0180.MID1.MID3,,fd,1
F0402/MID2,F0402/MID4,ms,F0402,F0402,374,0,40,F0402.MID2.MID4,,ms,2
F0814/MID3,F0814/MID5,fs,F0814,F0814,768,0,32,F0814.MID3.MID5,,fs,0
F0960/MID1,F0960/MID4,fs,F0960,F0960,912,0,20,F0960.MID1.MID4,,fs,0
F0715/MID2,F0715/MID5,fs,F0715,F0715,671,0,8,F0715.MID2.MID5,,fs,0
F0439/MID1,F0439/MID6,fd,F0439,F0439,411,0,90,F0439.MID1.MID6,,fd,1
F0173/MID3,F0173/MID6,md,F0173,F0173,164,0,90,F0173.MID3.MID6,,md,3
F0722/MID6,F0722/MID3,fd,F0722,F0722,678,0,7,F0722.MID6.MID3,,fd,1
F1005/MID2,F1005/MID4,ms,F1005,F1005,957,0,30,F1005.MID2.MID4,,ms,2
F0601/MID2,F0601/MID8,md,F0601,F0601,565,0,2075,F0601.MID2.MID8,,md,3
F0771/MID2,F0771/MID6,ms,F0771,F0771,727,0,48,F0771.MID2.MID6,,ms,2
F0967/MID2,F0967/MID4,ms,F0967,F0967,919,0,24,F0967.MID2.MID4,,ms,2
F0478/MID3,F0478/MID2,md,F0478,F0478,448,0,180,F0478.MID3.MID2,,md,3
F0035/MID1,F0035/MID3,fs,F0035,F0035,30,0,45,F0035.MID1.MID3,,fs,0
F0144/MID1,F0144/MID3,fs,F0144,F0144,135,0,144,F0144.MID1.MID3,,fs,0
F0821/MID1,F0821/MID2,fd,F0821,F0821,775,0,54,F0821.MID1.MID2,,fd,1
F0348/MID1,F0348/MID4,fs,F0348,F0348,325,0,45,F0348.MID1.MID4,,fs,0
F0232/MID1,F0232/MID4,fd,F0232,F0232,217,0,24,F0232.MID1.MID4,,fd,1
F0413/MID2,F0413/MID1,md,F0413,F0413,385,0,6,F0413.MID2.MID1,,md,3
F0888/MID1,F0888/MID2,md,F0888,F0888,841,0,80,F0888.MID1.MID2,,md,3
F0298/MID2,F0298/MID3,fd,F0298,F0298,279,0,49,F0298.MID2.MID3,,fd,1
F0601/MID29,F0601/MID28,fd,F0601,F0601,565,0,65,F0601.MID29.MID28,,fd,1
F0664/MID2,F0664/MID4,fs,F0664,F0664,625,0,16,F0664.MID2.MID4,,fs,0
F0252/MID1,F0252/MID2,ms,F0252,F0252,237,0,32,F0252.MID1.MID2,,ms,2
F0096/MID5,F0096/MID6,ms,F0096,F0096,89,0,36,F0096.MID5.MID6,,ms,2
F0730/MID4,F0730/MID5,md,F0730,F0730,686,0,8,F0730.MID4.MID5,,md,3
F0601/MID3,F0601/MID2,fd,F0601,F0601,565,0,830,F0601.MID3.MID2,,fd,1
F0976/MID2,F0976/MID3,ms,F0976,F0976,928,0,25,F0976.MID2.MID3,,ms,2
F0740/MID3,F0740/MID1,fd,F0740,F0740,696,0,16,F0740.MID3.MID1,,fd,1
F0425/MID5,F0425/MID10,ms,F0425,F0425,397,0,15,F0425.MID5.MID10,,ms,2
F0426/MID5,F0426/MID1,ms,F0426,F0426,398,0,21,F0426.MID5.MID1,,ms,2
F0339/MID5,F0339/MID4,md,F0339,F0339,317,0,18,F0339.MID5.MID4,,md,3
F0274/MID3,F0274/MID4,fs,F0274,F0274,257,0,30,F0274.MID3.MID4,,fs,0
F0607/MID1,F0607/MID3,md,F0607,F0607,571,0,64,F0607.MID1.MID3,,md,3
F0225/MID4,F0225/MID2,md,F0225,F0225,211,0,34,F0225.MID4.MID2,,md,3
F0948/MID2,F0948/MID1,ms,F0948,F0948,900,0,3,F0948.MID2.MID1,,ms,2
F0551/MID1,F0551/MID3,fs,F0551,F0551,518,0,32,F0551.MID1.MID3,,fs,0
F0362/MID2,F0362/MID3,ms,F0362,F0362,339,0,32,F0362.MID2.MID3,,ms,2
F0886/MID1,F0886/MID6,md,F0886,F0886,839,0,9,F0886.MID1.MID6,,md,3
F0602/MID1,F0602/MID8,fd,F0602,F0602,566,0,16,F0602.MID1.MID8,,fd,1
F0624/MID1,F0624/MID2,fs,F0624,F0624,586,0,4,F0624.MID1.MID2,,fs,0
F0635/MID1,F0635/MID4,fd,F0635,F0635,597,0,40,F0635.MID1.MID4,,fd,1
F0566/MID5,F0566/MID3,ms,F0566,F0566,532,0,18,F0566.MID5.MID3,,ms,2
F1013/MID1,F1013/MID3,fs,F1013,F1013,959,0,88,F1013.MID1.MID3,,fs,0
F0942/MID2,F0942/MID4,ms,F0942,F0942,894,0,9,F0942.MID2.MID4,,ms,2
F0851/MID4,F0851/MID3,md,F0851,F0851,805,0,32,F0851.MID4.MID3,,md,3
F0635/MID3,F0635/MID4,md,F0635,F0635,597,0,20,F0635.MID3.MID4,,md,3
F0817/MID5,F0817/MID4,md,F0817,F0817,771,0,7,F0817.MID5.MID4,,md,3
F0979/MID1,F0979/MID5,fs,F0979,F0979,931,0,9,F0979.MID1.MID5,,fs,0
F0740/MID4,F0740/MID5,ms,F0740,F0740,696,0,4,F0740.MID4.MID5,,ms,2
F0651/MID1,F0651/MID4,fd,F0651,F0651,612,0,9,F0651.MID1.MID4,,fd,1
F0729/MID2,F0729/MID6,md,F0729,F0729,685,0,96,F0729.MID2.MID6,,md,3
F0740/MID4,F0740/MID2,md,F0740,F0740,696,0,2,F0740.MID4.MID2,,md,3
F0241/MID2,F0241/MID3,fs,F0241,F0241,226,0,28,F0241.MID2.MID3,,fs,0
F0887/MID7,F0887/MID4,md,F0887,F0887,840,0,3,F0887.MID7.MID4,,md,3
F0496/MID2,F0496/MID4,ms,F0496,F0496,464,0,21,F0496.MID2.MID4,,ms,2
F0376/MID1,F0376/MID4,fs,F0376,F0376,352,0,224,F0376.MID1.MID4,,fs,0
F0816/MID2,F0816/MID4,md,F0816,F0816,770,0,16,F0816.MID2.MID4,,md,3
F0197/MID2,F0197/MID5,fd,F0197,F0197,186,0,70,F0197.MID2.MID5,,fd,1
F0541/MID4,F0541/MID3,md,F0541,F0541,508,0,5,F0541.MID4.MID3,,md,3
F0844/MID4,F0844/MID2,md,F0844,F0844,798,0,72,F0844.MID4.MID2,,md,3
